STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000002802,CID005381226,C0158252,intervertebral disc disorder
CID000002802,CID005381226,C0020433,Bilirubinaemia
CID000002802,CID005381226,C0398353,Hypoventilation
CID000002802,CID005381226,C0497327,amentia
CID000002802,CID005381226,C0235946,cerebral atrophy
CID000002802,CID005381226,C0018802,Cardiac decompensation
CID000002802,CID005381226,C0007859,cervicalgia
CID000002802,CID005381226,C0019158,hepatitis
CID000002802,CID005381226,C0009676,confusion
CID000002802,CID005381226,C0020473,hyperlipaemia
CID000002802,CID005381226,C0575081,Abnormal Gait
CID000002802,CID005381226,C0042024,Incontinence
CID000002802,CID005381226,C0042373,angiopathy
CID000002802,CID005381226,C0006112,metabolic encephalopathy
CID000002802,CID005381226,C0016977,gall bladder
CID000002802,CID005381226,C0020615,hypoglycaemia
CID000002802,CID005381226,C0033774,itch
CID000002802,CID005381226,C0011881,Diabetic Nephropathy
CID000002802,CID005381226,C0014038,encephalitis
CID000002802,CID005381226,C0007785,cerebral infarct
CID000002802,CID005381226,C0043096,loss of weight
CID000002802,CID005381226,C0013404,Difficulty breathing
CID000002802,CID005381226,C0002871,anaemia
CID000002802,CID005381226,C0039239,sinus tachycardia
CID000002802,CID005381226,C0242362,Intervertebral Disc Herniation
CID000002802,CID005381226,C0004153,Atherosclerosis
CID000002802,CID005381226,C0003504,aortic regurgitation
CID000002802,CID005381226,C0039231,heart rate increased
CID000002802,CID005381226,C0027796,Neuralgia
CID000002802,CID005381226,C0003873,Arthritis rheumatoid
CID000002802,CID005381226,C0018991,hemiplegia
CID000002802,CID005381226,C0519030,pneumonia Klebsiella
CID000002802,CID005381226,C0008033,pleural pain
CID000002802,CID005381226,C0006277,bronchitis
CID000002802,CID005381226,C0036572,convulsion
CID000002802,CID005381226,C0034067,emphysema
CID000002802,CID005381226,C0034063,lung edema
CID000002802,CID005381226,C0006840,Candida Infection
CID000002802,CID005381226,C0011168,deglutition disorder
CID000002802,CID005381226,C0019360,herpes zoster
CID000002802,CID005381226,C0003123,Anorexia
CID000002802,CID005381226,C0040822,tremor
CID000002802,CID005381226,C0041296,Mycobacterium tuberculosis infection
CID000002802,CID005381226,C0004238,AFIB
CID000002802,CID005381226,C0024115,Disorder Lung
CID000002802,CID005381226,C0032768,Postherpetic Neuralgia
CID000002802,CID005381226,C0020621,hypokalaemia
CID000002802,CID005381226,C0022679,renal cyst
CID000002802,CID005381226,C0014457,Eosinophil Count Increased
CID000002802,CID005381226,C0019209,enlarged liver
CID000002802,CID005381226,C0003962,ascites
CID000002802,CID005381226,C0027813,Neuritis
CID000004212,CID000060953,C0522055,abnormal ECG
CID000004212,CID000060953,C0043096,loss of weight
CID000004212,CID000060953,C0004144,atelectasis
CID000004212,CID000060953,C0016663,Bone Fracture Spontaneous
CID000004212,CID000060953,C0004604,Back Ache
CID000004212,CID000060953,C0017574,gingivitis
CID000004212,CID000060953,C0878544,Cardiomyopathy
CID000004212,CID000060953,C0037199,Sinusitis
CID000004212,CID000060953,C0595939,still birth
CID000004212,CID000060953,C0043144,wheeze
CID000004212,CID000060953,C0158252,intervertebral disc disorder
CID000004212,CID000060953,C0149778,soft tissue infection
CID000004212,CID000060953,C0344232,blurred vision
CID000004212,CID000060953,C0016242,floaters
CID000004212,CID000060953,C0085593,chill
CID000004212,CID000060953,C0010200,Cough
CID000004212,CID000060953,C0040136,thyroid neoplasia
CID000004212,CID000060953,C0518988,dental abscess
CID000004212,CID000060953,C0040460,dental pain
CID000004212,CID000060953,C0009676,confusion
CID000004212,CID000060953,C0520474,aseptic necrosis bone
CID000004212,CID000060953,C0006325,bruxism
CID000004212,CID000060953,C0042373,angiopathy
CID000004212,CID000060953,C0035317,retinal bleeding
CID000004212,CID000060953,C0678222,Breast cancer
CID000004212,CID000060953,C0000731,abdominal distension
CID000004212,CID000060953,C0029442,osteomalacia
CID000004212,CID000060953,C0013404,Difficulty breathing
CID000004212,CID000060953,C0002871,anaemia
CID000004212,CID000060953,C0015672,Fatigue
CID000004212,CID000060953,C0038999,bulging
CID000004212,CID000060953,C0239739,gingival pain
CID000004212,CID000060953,C0008033,pleural pain
CID000004212,CID000060953,C0029400,bone inflammation
CID000004212,CID000060953,C0020542,pulmonary hypertension
CID000004212,CID000060953,C0085649,edema extremities
CID000004212,CID000060953,C0006849,candidiasis of mouth
CID000004212,CID000060953,C0029443,osteomyelitis
CID000004212,CID000060953,C0031542,Phlebitis
CID000004212,CID000060953,C0149871,deep vein thromboses
CID000004212,CID000060953,C0030193,Pain
CID000004212,CID000060953,C0040435,tooth disease
CID000004212,CID000060953,C0221776,mouth pain
CID000004212,CID000060953,C0149931,migraine
CID000004212,CID000060953,C0022408,arthropathy
CID000004212,CID000060953,C0036396,ischias
CID000004212,CID000060953,C1145670,respiratory failure
CID000004212,CID000060953,C0031039,pericardial effusion
CID000004212,CID000060953,C0242379,lung neoplasm malignant
CID000004212,CID000060953,C0032227,Pleural Effusion
CID000004212,CID000060953,C0031117,neuropathy peripheral
CID000004212,CID000060953,C0021311,infection
CID000004212,CID000060953,C0010692,Bladder inflammation
CID000004212,CID000060953,C0456909,blindness
CID000004212,CID000060953,C0027813,Neuritis
CID000004212,CID000060953,C0018681,Head ache
CID000000596,CID000005726,C0013221,drug toxicity NOS
CID000000596,CID000005726,C0043096,loss of weight
CID000000596,CID000005726,C0019348,herpes simplex
CID000000596,CID000005726,C0027947,Neutropenia
CID000000596,CID000005726,C0035455,Rhinitis
CID000000596,CID000005726,C0023418,Leukaemia
CID000000596,CID000005726,C0231807,Dyspnea exertional
CID000000596,CID000005726,C0392525,Nephrolithiasis
CID000000596,CID000005726,C0018965,blood in urine
CID000000596,CID000005726,C0015967,body temperature increased
CID000000596,CID000005726,C0030252,palpitation
CID000000596,CID000005726,C0023467,Acute myeloblastic leukemia
CID000000596,CID000005726,C0595939,still birth
CID000000596,CID000005726,C0021311,infection
CID000000596,CID000005726,C0030312,bone marrow failure
CID000000596,CID000005726,C0015672,Fatigue
CID000000596,CID000005726,C0014591,epistaxis
CID000002522,CID000003308,C0015967,body temperature increased
CID000002522,CID000003308,C0008033,pleural pain
CID000002522,CID000003308,C0011609,dermatitis medicamentosa
CID000002522,CID000003308,C0014742,erythema multiforme
CID000003405,CID000060795,C0151611,abnormal EEG
CID000003405,CID000060795,C0017152,gastric inflammation
CID000003405,CID000060795,C0274435,Transfusion reaction
CID000003405,CID000060795,C0027441,nasopharyngitis
CID000003405,CID000060795,C0007642,cellulitis
CID000003405,CID000060795,C0080274,bladder retention
CID000003405,CID000060795,C0043096,loss of weight
CID000003405,CID000060795,C0000786,abortion spontaneous
CID000003405,CID000060795,C0149801,urosepsis
CID000003405,CID000060795,C0013473,eating disorder
CID000003405,CID000060795,C0035258,Ekbom Syndrome
CID000003405,CID000060795,C0036341,schizophrenia
CID000003405,CID000060795,C1145670,respiratory failure
CID000003405,CID000060795,C0018808,cardiac murmur
CID000003405,CID000060795,C0018800,cardiac enlargement
CID000003405,CID000060795,C0027404,narcolepsy
CID000003405,CID000060795,C0015967,body temperature increased
CID000003405,CID000060795,C0033687,proteinuria
CID000003405,CID000060795,C0162316,iron deficiency anaemia
CID000003405,CID000060795,C0003578,Apnea
CID000003405,CID000060795,C0015230,eruption
CID000003405,CID000060795,C0836924,increased platelet count
CID000003405,CID000060795,C0035455,Rhinitis
CID000003405,CID000060795,C0034155,thrombotic microangiopathy
CID000003405,CID000060795,C0221150,odynophagia
CID000003405,CID000060795,C0151908,dry skin
CID000003405,CID000060795,C0009676,confusion
CID000003405,CID000060795,C0042029,Infection Urinary Tract
CID000003405,CID000060795,C0020456,hyperglycaemia
CID000003405,CID000060795,C0026769,multiple sclerosis
CID000003405,CID000060795,C0036572,convulsion
CID000003405,CID000060795,C0042164,intraocular inflammation
CID000003405,CID000060795,C0232492,abdominal pain upper
CID000003405,CID000060795,C0000737,abdominal pain
CID000003405,CID000060795,C0043094,weight gain
CID000003405,CID000060795,C0014549,Convulsions Grand Mal
CID000003405,CID000060795,C0015672,Fatigue
CID000003405,CID000060795,C0003850,arteriosclerosis
CID000003405,CID000060795,C0014394,Enuresis
CID000003405,CID000060795,C0750426,increased white blood cell count
CID000003405,CID000060795,C0085615,bundle branch block right
CID000003405,CID000060795,C0032285,neumonia
CID000003405,CID000060795,C0031212,Personality disorder
CID000003405,CID000060795,C0917801,insomnia
CID000003405,CID000060795,C0008031,chest pain
CID000003405,CID000060795,C0037023,salivary gland inflammation
CID000003405,CID000060795,C0039239,sinus tachycardia
CID000003405,CID000060795,C0340274,pregnancy induced hypertension
CID000003405,CID000060795,C0435630,wrist fracture
CID000003405,CID000060795,C0006277,bronchitis
CID000003405,CID000060795,C0006849,candidiasis of mouth
CID000003405,CID000060795,C0024902,breast pain
CID000003405,CID000060795,C0037763,muscle spasm
CID000003405,CID000060795,C0007860,cervicitis
CID000003405,CID000060795,C0398353,Hypoventilation
CID000003405,CID000060795,C0262385,autonomic instability
CID000003405,CID000060795,C0019291,hernia hiatal
CID000003405,CID000060795,C0007868,cervical dysplasia
CID000003405,CID000060795,C0024205,adenitis
CID000003405,CID000060795,C0013491,ecchymoses
CID000003405,CID000060795,C0020433,Bilirubinaemia
CID000003405,CID000060795,C0011206,acute brain syndrome
CID000003405,CID000060795,C0686347,tardive dyskinesia
CID000003405,CID000060795,C0005826,blood pressure abnormal
CID000003405,CID000060795,C0080194,muscle strain
CID000003405,CID000060795,C0009763,conjunctivitis
CID000003405,CID000060795,C0033975,psychoses
CID000003405,CID000060795,C0042136,uterine infection
CID000003405,CID000060795,C0023518,leucocytosis
CID000003405,CID000060795,C0018524,Hallucination
CID000003405,CID000060795,C0014457,Eosinophil Count Increased
CID000003405,CID000060795,C0020651,Hypotension Orthostatic
CID000003405,CID000060795,C0033038,Ejaculation Premature
CID000003446,CID004183806,C0017152,gastric inflammation
CID000003446,CID004183806,C0004601,back injury
CID000003446,CID004183806,C0231807,Dyspnea exertional
CID000003446,CID004183806,C0085602,excessive thirst
CID000003446,CID004183806,C0004604,Back Ache
CID000003446,CID004183806,C0013456,ear ache
CID000003446,CID004183806,C0151632,elevated erythrocyte sedimentation rate
CID000003446,CID004183806,C0012569,Diplopia
CID000003446,CID004183806,C0015967,body temperature increased
CID000003446,CID004183806,C0020437,Blood Calcium Increased
CID000003446,CID004183806,C0162298,joint stiffness
CID000003446,CID004183806,C0015230,eruption
CID000003446,CID004183806,C0349231,phobia
CID000003446,CID004183806,C0014868,esophagitis
CID000003446,CID004183806,C0027726,nephrotic syndrome
CID000003446,CID004183806,C0042029,Infection Urinary Tract
CID000003446,CID004183806,C0042024,Incontinence
CID000003446,CID004183806,C0020538,High blood pressure
CID000003446,CID004183806,C0595939,still birth
CID000003446,CID004183806,C0221706,road traffic accident
CID000003446,CID004183806,C0034886,proctalgia
CID000003446,CID004183806,C0151825,bone pain
CID000003446,CID004183806,C0003873,Arthritis rheumatoid
CID000003446,CID004183806,C0024121,lung neoplasms
CID000003446,CID004183806,C0005747,Blepharospasm
CID000003446,CID004183806,C0009917,contracture
CID000003446,CID004183806,C0017160,gastroenteritis
CID000003446,CID004183806,C0033246,proctitis
CID000003446,CID004183806,C0008031,chest pain
CID000003446,CID004183806,C0008033,pleural pain
CID000003446,CID004183806,C0019291,hernia hiatal
CID000003446,CID004183806,C0080274,bladder retention
CID000003446,CID004183806,C0038012,spondylitis
CID000003446,CID004183806,C0030193,Pain
CID000003446,CID004183806,C0038019,spondylosis
CID000003446,CID004183806,C1384606,dyspareunia
CID000003446,CID004183806,C0030196,Extremity pain
CID000003446,CID004183806,C0020502,hyperparathyroidism
CID000003446,CID004183806,C0027497,nausea
CID000003446,CID004183806,C0037315,sleep apnea
CID000003446,CID004183806,C0002170,alopecia
CID000003446,CID004183806,C0034735,Raynauds phenomenon
CID000003446,CID004183806,C0428977,bradycardia
CID000003446,CID004183806,C0206062,ild
CID000003446,CID004183806,C0020625,blood sodium decreased
CID000003446,CID004183806,C0020621,hypokalaemia
CID000003446,CID004183806,C0259768,wound dehiscence
CID000003446,CID004183806,C0003850,arteriosclerosis
CID000003446,CID004183806,C0023530,leucopenia
CID000003446,CID004183806,C0029456,osteoporosis
CID000003446,CID004183806,C0155773,portal vein thrombosis
CID000003446,CID004183806,C0015256,Excoriation
CID000003446,CID004183806,C0032285,neumonia
CID000003446,CID004183806,C0035258,Ekbom Syndrome
CID000003446,CID004183806,C0027709,nephrocalcinosis
CID000003446,CID004183806,C0344232,blurred vision
CID000003446,CID004183806,C0010200,Cough
CID000003446,CID004183806,C0018674,head injury
CID000003446,CID004183806,C0016204,flatulence
CID000003446,CID004183806,C0003708,Arachnoiditis
CID000003446,CID004183806,C0086769,panic attack
CID000003446,CID004183806,C0020456,hyperglycaemia
CID000003446,CID004183806,C0039103,synovitis
CID000003446,CID004183806,C0020458,hyperhidrosis
CID000003446,CID004183806,C0012833,dizziness
CID000003446,CID004183806,C0004134,Ataxia
CID000003446,CID004183806,C0085680,hypochloraemia
CID000003446,CID004183806,C0015672,Fatigue
CID000003446,CID004183806,C0004153,Atherosclerosis
CID000003446,CID004183806,C0032290,aspiration pneumonia
CID000003446,CID004183806,C0235946,cerebral atrophy
CID000003446,CID004183806,C0151786,muscle weakness
CID000003446,CID004183806,C0023798,lipoma
CID000003446,CID004183806,C0004093,asthenia
CID000003446,CID004183806,C0042571,spinning sensation
CID000003446,CID004183806,C0004096,asthma
CID000003446,CID004183806,C0028738,nystagmus
CID000003446,CID004183806,C0085624,burning sensation
CID000003446,CID004183806,C0006277,bronchitis
CID000003446,CID004183806,C0029443,osteomyelitis
CID000003446,CID004183806,C0017181,gastrointestinal bleed
CID000003446,CID004183806,C0016059,fib
CID000003446,CID004183806,C0006840,Candida Infection
CID000003446,CID004183806,C0003635,apraxia
CID000003446,CID004183806,C0019360,herpes zoster
CID000003446,CID004183806,C0080194,muscle strain
CID000003446,CID004183806,C0009421,coma
CID000003446,CID004183806,C0024115,Disorder Lung
CID000003446,CID004183806,C0232726,Rectal Tenesmus
CID000003446,CID004183806,C0024117,chronic obstructive airway disease
CID000003446,CID004183806,C0020040,hot flash
CID000003446,CID004183806,C0031117,neuropathy peripheral
CID000003446,CID004183806,C0010692,Bladder inflammation
CID000003446,CID004183806,C0152128,drug withdrawal
CID000003446,CID004183806,C0037763,muscle spasm
CID000003446,CID004183806,C0042384,angiitis
CID000003446,CID004183806,C0043096,loss of weight
CID000003446,CID004183806,C0027441,nasopharyngitis
CID000003446,CID004183806,C0002726,amyloidosis
CID000003446,CID004183806,C0034186,pyelonephritis
CID000003446,CID004183806,C0009806,constipated
CID000003446,CID004183806,C1510472,Drug addiction
CID000003446,CID004183806,C0033581,prostatitis
CID000003446,CID004183806,C0030554,Paraesthesia
CID000003446,CID004183806,C0013384,abnormal movements
CID000003446,CID004183806,C0011053,deafness
CID000003446,CID004183806,C0015806,femoral neck fracture
CID000003446,CID004183806,C0037672,sleep walking
CID000003446,CID004183806,C0015802,femur fracture
CID000003446,CID004183806,C0018800,cardiac enlargement
CID000003446,CID004183806,C0018802,Cardiac decompensation
CID000003446,CID004183806,C1136085,monoclonal gammopathy
CID000003446,CID004183806,C0151908,dry skin
CID000003446,CID004183806,C0235896,lung infiltration
CID000003446,CID004183806,C0031212,Personality disorder
CID000003446,CID004183806,C0022661,Chronic Kidney Disease
CID000003446,CID004183806,C0152031,joint swelling
CID000003446,CID004183806,C0009938,bruise
CID000003446,CID004183806,C0008767,Scar
CID000003446,CID004183806,C0009241,cognitive disorder
CID000003446,CID004183806,C0018799,cardiac disease
CID000003446,CID004183806,C0242362,Intervertebral Disc Herniation
